type;post_title;code;sku;parent;post_content;regular_price;sale_price;weight;length;width;height;images;categories;tags;color_codes;attribute 1 name;attribute 1 value(s);attribute 1 global;attribute 2 name;attribute 2 value(s);attribute 2 global;attribute 3 name;attribute 3 value(s);attribute 3 global;attribute 4 name;attribute 4 value(s);attribute 4 global;attribute 5 name;attribute 5 value(s);attribute 5 global
variation;Prodir DS2PPC Polished with Chrome Metal Nose-Cone - Cyan Blue polished - Zwart;DS2PPC;prodir-ds2ppc-polished-with-chrome-metal-nose-cone-cyan-blue-polished-zwart;prodir-ds2ppc-polished-with-chrome-metal-nose-cone;;;;11.5;14.88;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS2PPC-P58.jpg;Schrijfwaren;pennen;P58;Kleuren;Cyan Blue polished;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS2PPC Polished with Chrome Metal Nose-Cone - Black polished - Blauw;DS2PPC;prodir-ds2ppc-polished-with-chrome-metal-nose-cone-black-polished-blauw;prodir-ds2ppc-polished-with-chrome-metal-nose-cone;;;;11.5;14.88;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS2PPC-P75.jpg;Schrijfwaren;pennen;P75;Kleuren;Black polished;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS2PPC Polished with Chrome Metal Nose-Cone - Black polished - Zwart;DS2PPC;prodir-ds2ppc-polished-with-chrome-metal-nose-cone-black-polished-zwart;prodir-ds2ppc-polished-with-chrome-metal-nose-cone;;;;11.5;14.88;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS2PPC-P75.jpg;Schrijfwaren;pennen;P75;Kleuren;Black polished;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS2PTT Transparent - Clear transparant - Blauw;DS2PTT;prodir-ds2ptt-transparent-clear-transparant-blauw;prodir-ds2ptt-transparent;;;;11.5;14.88;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS2PTT-T01.jpg;Schrijfwaren;pennen;T01;Kleuren;Clear transparant;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS2PTT Transparent - Clear transparant - Zwart;DS2PTT;prodir-ds2ptt-transparent-clear-transparant-zwart;prodir-ds2ptt-transparent;;;;11.5;14.88;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS2PTT-T01.jpg;Schrijfwaren;pennen;T01;Kleuren;Clear transparant;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS2PTT Transparent - Red transparant - Blauw;DS2PTT;prodir-ds2ptt-transparent-red-transparant-blauw;prodir-ds2ptt-transparent;;;;11.5;14.88;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS2PTT-T20.jpg;Schrijfwaren;pennen;T20;Kleuren;Red transparant;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS2PTT Transparent - Red transparant - Zwart;DS2PTT;prodir-ds2ptt-transparent-red-transparant-zwart;prodir-ds2ptt-transparent;;;;11.5;14.88;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS2PTT-T20.jpg;Schrijfwaren;pennen;T20;Kleuren;Red transparant;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS2PTT Transparent - Classic Blue transparant - Blauw;DS2PTT;prodir-ds2ptt-transparent-classic-blue-transparant-blauw;prodir-ds2ptt-transparent;;;;11.5;14.88;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS2PTT-T50.jpg;Schrijfwaren;pennen;T50;Kleuren;Classic Blue transparant;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS2PTT Transparent - Classic Blue transparant - Zwart;DS2PTT;prodir-ds2ptt-transparent-classic-blue-transparant-zwart;prodir-ds2ptt-transparent;;;;11.5;14.88;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS2PTT-T50.jpg;Schrijfwaren;pennen;T50;Kleuren;Classic Blue transparant;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS2PTT Transparent - Fume transparant - Blauw;DS2PTT;prodir-ds2ptt-transparent-fume-transparant-blauw;prodir-ds2ptt-transparent;;;;11.5;14.88;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS2PTT-T76.jpg;Schrijfwaren;pennen;T76;Kleuren;Fume transparant;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS2PTT Transparent - Fume transparant - Zwart;DS2PTT;prodir-ds2ptt-transparent-fume-transparant-zwart;prodir-ds2ptt-transparent;;;;11.5;14.88;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS2PTT-T76.jpg;Schrijfwaren;pennen;T76;Kleuren;Fume transparant;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS2PTC Transparent with Chrome Metal Nose-Cone - Clear transparant - Blauw;DS2PTC;prodir-ds2ptc-transparent-with-chrome-metal-nose-cone-clear-transparant-blauw;prodir-ds2ptc-transparent-with-chrome-metal-nose-cone;;;;11.5;14.88;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS2PTC-T01.jpg;Schrijfwaren;pennen;T01;Kleuren;Clear transparant;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS2PTC Transparent with Chrome Metal Nose-Cone - Clear transparant - Zwart;DS2PTC;prodir-ds2ptc-transparent-with-chrome-metal-nose-cone-clear-transparant-zwart;prodir-ds2ptc-transparent-with-chrome-metal-nose-cone;;;;11.5;14.88;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS2PTC-T01.jpg;Schrijfwaren;pennen;T01;Kleuren;Clear transparant;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS2PTC Transparent with Chrome Metal Nose-Cone - Red transparant - Blauw;DS2PTC;prodir-ds2ptc-transparent-with-chrome-metal-nose-cone-red-transparant-blauw;prodir-ds2ptc-transparent-with-chrome-metal-nose-cone;;;;11.5;14.88;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS2PTC-T20.jpg;Schrijfwaren;pennen;T20;Kleuren;Red transparant;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS2PTC Transparent with Chrome Metal Nose-Cone - Red transparant - Zwart;DS2PTC;prodir-ds2ptc-transparent-with-chrome-metal-nose-cone-red-transparant-zwart;prodir-ds2ptc-transparent-with-chrome-metal-nose-cone;;;;11.5;14.88;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS2PTC-T20.jpg;Schrijfwaren;pennen;T20;Kleuren;Red transparant;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS2PTC Transparent with Chrome Metal Nose-Cone - Classic Blue transparant - Blauw;DS2PTC;prodir-ds2ptc-transparent-with-chrome-metal-nose-cone-classic-blue-transparant-blauw;prodir-ds2ptc-transparent-with-chrome-metal-nose-cone;;;;11.5;14.88;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS2PTC-T50.jpg;Schrijfwaren;pennen;T50;Kleuren;Classic Blue transparant;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS2PTC Transparent with Chrome Metal Nose-Cone - Classic Blue transparant - Zwart;DS2PTC;prodir-ds2ptc-transparent-with-chrome-metal-nose-cone-classic-blue-transparant-zwart;prodir-ds2ptc-transparent-with-chrome-metal-nose-cone;;;;11.5;14.88;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS2PTC-T50.jpg;Schrijfwaren;pennen;T50;Kleuren;Classic Blue transparant;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS2PTC Transparent with Chrome Metal Nose-Cone - Fume transparant - Blauw;DS2PTC;prodir-ds2ptc-transparent-with-chrome-metal-nose-cone-fume-transparant-blauw;prodir-ds2ptc-transparent-with-chrome-metal-nose-cone;;;;11.5;14.88;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS2PTC-T76.jpg;Schrijfwaren;pennen;T76;Kleuren;Fume transparant;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS2PTC Transparent with Chrome Metal Nose-Cone - Fume transparant - Zwart;DS2PTC;prodir-ds2ptc-transparent-with-chrome-metal-nose-cone-fume-transparant-zwart;prodir-ds2ptc-transparent-with-chrome-metal-nose-cone;;;;11.5;14.88;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS2PTC-T76.jpg;Schrijfwaren;pennen;T76;Kleuren;Fume transparant;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS3TAA Varnished Polished - Silver - Blauw;DS3TAA;prodir-ds3taa-varnished-polished-silver-blauw;prodir-ds3taa-varnished-polished;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TAA-A70.jpg;Schrijfwaren;pennen;A70;Kleuren;Silver;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS3TAA Varnished Polished - Silver - Zwart;DS3TAA;prodir-ds3taa-varnished-polished-silver-zwart;prodir-ds3taa-varnished-polished;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TAA-A70.jpg;Schrijfwaren;pennen;A70;Kleuren;Silver;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS3TAC Varnished Polished with Chrome Metal Nose-Cone - Silver - Blauw;DS3TAC;prodir-ds3tac-varnished-polished-with-chrome-metal-nose-cone-silver-blauw;prodir-ds3tac-varnished-polished-with-chrome-metal-nose-cone;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TAC-A70.jpg;Schrijfwaren;pennen;A70;Kleuren;Silver;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS3TAC Varnished Polished with Chrome Metal Nose-Cone - Silver - Zwart;DS3TAC;prodir-ds3tac-varnished-polished-with-chrome-metal-nose-cone-silver-zwart;prodir-ds3tac-varnished-polished-with-chrome-metal-nose-cone;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TAC-A70.jpg;Schrijfwaren;pennen;A70;Kleuren;Silver;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS3TFF Frosted - Clear frosted - Blauw;DS3TFF;prodir-ds3tff-frosted-clear-frosted-blauw;prodir-ds3tff-frosted;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFF-F01.jpg;Schrijfwaren;pennen;F01;Kleuren;Clear frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS3TFF Frosted - Clear frosted - Zwart;DS3TFF;prodir-ds3tff-frosted-clear-frosted-zwart;prodir-ds3tff-frosted;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFF-F01.jpg;Schrijfwaren;pennen;F01;Kleuren;Clear frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS3TFF Frosted - Yellow frosted - Blauw;DS3TFF;prodir-ds3tff-frosted-yellow-frosted-blauw;prodir-ds3tff-frosted;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFF-F06.jpg;Schrijfwaren;pennen;F06;Kleuren;Yellow frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS3TFF Frosted - Yellow frosted - Zwart;DS3TFF;prodir-ds3tff-frosted-yellow-frosted-zwart;prodir-ds3tff-frosted;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFF-F06.jpg;Schrijfwaren;pennen;F06;Kleuren;Yellow frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS3TFF Frosted - Orange frosted - Blauw;DS3TFF;prodir-ds3tff-frosted-orange-frosted-blauw;prodir-ds3tff-frosted;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFF-F10.jpg;Schrijfwaren;pennen;F10;Kleuren;Orange frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS3TFF Frosted - Orange frosted - Zwart;DS3TFF;prodir-ds3tff-frosted-orange-frosted-zwart;prodir-ds3tff-frosted;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFF-F10.jpg;Schrijfwaren;pennen;F10;Kleuren;Orange frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS3TFF Frosted - Red frosted - Blauw;DS3TFF;prodir-ds3tff-frosted-red-frosted-blauw;prodir-ds3tff-frosted;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFF-F20.jpg;Schrijfwaren;pennen;F20;Kleuren;Red frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS3TFF Frosted - Red frosted - Zwart;DS3TFF;prodir-ds3tff-frosted-red-frosted-zwart;prodir-ds3tff-frosted;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFF-F20.jpg;Schrijfwaren;pennen;F20;Kleuren;Red frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS3TFF Frosted - Pink frosted - Blauw;DS3TFF;prodir-ds3tff-frosted-pink-frosted-blauw;prodir-ds3tff-frosted;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFF-F25.jpg;Schrijfwaren;pennen;F25;Kleuren;Pink frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS3TFF Frosted - Pink frosted - Zwart;DS3TFF;prodir-ds3tff-frosted-pink-frosted-zwart;prodir-ds3tff-frosted;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFF-F25.jpg;Schrijfwaren;pennen;F25;Kleuren;Pink frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS3TFF Frosted - Purple frosted - Blauw;DS3TFF;prodir-ds3tff-frosted-purple-frosted-blauw;prodir-ds3tff-frosted;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFF-F30.jpg;Schrijfwaren;pennen;F30;Kleuren;Purple frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS3TFF Frosted - Purple frosted - Zwart;DS3TFF;prodir-ds3tff-frosted-purple-frosted-zwart;prodir-ds3tff-frosted;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFF-F30.jpg;Schrijfwaren;pennen;F30;Kleuren;Purple frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS3TFF Frosted - Aqua frosted - Blauw;DS3TFF;prodir-ds3tff-frosted-aqua-frosted-blauw;prodir-ds3tff-frosted;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFF-F35.jpg;Schrijfwaren;pennen;F35;Kleuren;Aqua frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS3TFF Frosted - Aqua frosted - Zwart;DS3TFF;prodir-ds3tff-frosted-aqua-frosted-zwart;prodir-ds3tff-frosted;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFF-F35.jpg;Schrijfwaren;pennen;F35;Kleuren;Aqua frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS3TFF Frosted - Light Green frosted - Blauw;DS3TFF;prodir-ds3tff-frosted-light-green-frosted-blauw;prodir-ds3tff-frosted;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFF-F40.jpg;Schrijfwaren;pennen;F40;Kleuren;Light Green frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS3TFF Frosted - Light Green frosted - Zwart;DS3TFF;prodir-ds3tff-frosted-light-green-frosted-zwart;prodir-ds3tff-frosted;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFF-F40.jpg;Schrijfwaren;pennen;F40;Kleuren;Light Green frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS3TFF Frosted - Dark Green frosted - Blauw;DS3TFF;prodir-ds3tff-frosted-dark-green-frosted-blauw;prodir-ds3tff-frosted;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFF-F42.jpg;Schrijfwaren;pennen;F42;Kleuren;Dark Green frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS3TFF Frosted - Dark Green frosted - Zwart;DS3TFF;prodir-ds3tff-frosted-dark-green-frosted-zwart;prodir-ds3tff-frosted;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFF-F42.jpg;Schrijfwaren;pennen;F42;Kleuren;Dark Green frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS3TFF Frosted - Classic Blue frosted - Blauw;DS3TFF;prodir-ds3tff-frosted-classic-blue-frosted-blauw;prodir-ds3tff-frosted;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFF-F50.jpg;Schrijfwaren;pennen;F50;Kleuren;Classic Blue frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS3TFF Frosted - Classic Blue frosted - Zwart;DS3TFF;prodir-ds3tff-frosted-classic-blue-frosted-zwart;prodir-ds3tff-frosted;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFF-F50.jpg;Schrijfwaren;pennen;F50;Kleuren;Classic Blue frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS3TFF Frosted - Sky Blue frosted - Blauw;DS3TFF;prodir-ds3tff-frosted-sky-blue-frosted-blauw;prodir-ds3tff-frosted;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFF-F55.jpg;Schrijfwaren;pennen;F55;Kleuren;Sky Blue frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS3TFF Frosted - Sky Blue frosted - Zwart;DS3TFF;prodir-ds3tff-frosted-sky-blue-frosted-zwart;prodir-ds3tff-frosted;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFF-F55.jpg;Schrijfwaren;pennen;F55;Kleuren;Sky Blue frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS3TFF Frosted - Anthracite frosted - Blauw;DS3TFF;prodir-ds3tff-frosted-anthracite-frosted-blauw;prodir-ds3tff-frosted;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFF-F75.jpg;Schrijfwaren;pennen;F75;Kleuren;Anthracite frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS3TFF Frosted - Anthracite frosted - Zwart;DS3TFF;prodir-ds3tff-frosted-anthracite-frosted-zwart;prodir-ds3tff-frosted;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFF-F75.jpg;Schrijfwaren;pennen;F75;Kleuren;Anthracite frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS3TFS Frosted with Satin Metal Nose-Cone - Clear frosted - Blauw;DS3TFS;prodir-ds3tfs-frosted-with-satin-metal-nose-cone-clear-frosted-blauw;prodir-ds3tfs-frosted-with-satin-metal-nose-cone;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFS-F01.jpg;Schrijfwaren;pennen;F01;Kleuren;Clear frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS3TFS Frosted with Satin Metal Nose-Cone - Clear frosted - Zwart;DS3TFS;prodir-ds3tfs-frosted-with-satin-metal-nose-cone-clear-frosted-zwart;prodir-ds3tfs-frosted-with-satin-metal-nose-cone;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFS-F01.jpg;Schrijfwaren;pennen;F01;Kleuren;Clear frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS3TFS Frosted with Satin Metal Nose-Cone - Yellow frosted - Blauw;DS3TFS;prodir-ds3tfs-frosted-with-satin-metal-nose-cone-yellow-frosted-blauw;prodir-ds3tfs-frosted-with-satin-metal-nose-cone;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFS-F06.jpg;Schrijfwaren;pennen;F06;Kleuren;Yellow frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS3TFS Frosted with Satin Metal Nose-Cone - Yellow frosted - Zwart;DS3TFS;prodir-ds3tfs-frosted-with-satin-metal-nose-cone-yellow-frosted-zwart;prodir-ds3tfs-frosted-with-satin-metal-nose-cone;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFS-F06.jpg;Schrijfwaren;pennen;F06;Kleuren;Yellow frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS3TFS Frosted with Satin Metal Nose-Cone - Orange frosted - Blauw;DS3TFS;prodir-ds3tfs-frosted-with-satin-metal-nose-cone-orange-frosted-blauw;prodir-ds3tfs-frosted-with-satin-metal-nose-cone;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFS-F10.jpg;Schrijfwaren;pennen;F10;Kleuren;Orange frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS3TFS Frosted with Satin Metal Nose-Cone - Orange frosted - Zwart;DS3TFS;prodir-ds3tfs-frosted-with-satin-metal-nose-cone-orange-frosted-zwart;prodir-ds3tfs-frosted-with-satin-metal-nose-cone;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFS-F10.jpg;Schrijfwaren;pennen;F10;Kleuren;Orange frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS3TFS Frosted with Satin Metal Nose-Cone - Red frosted - Blauw;DS3TFS;prodir-ds3tfs-frosted-with-satin-metal-nose-cone-red-frosted-blauw;prodir-ds3tfs-frosted-with-satin-metal-nose-cone;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFS-F20.jpg;Schrijfwaren;pennen;F20;Kleuren;Red frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS3TFS Frosted with Satin Metal Nose-Cone - Red frosted - Zwart;DS3TFS;prodir-ds3tfs-frosted-with-satin-metal-nose-cone-red-frosted-zwart;prodir-ds3tfs-frosted-with-satin-metal-nose-cone;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFS-F20.jpg;Schrijfwaren;pennen;F20;Kleuren;Red frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS3TFS Frosted with Satin Metal Nose-Cone - Pink frosted - Blauw;DS3TFS;prodir-ds3tfs-frosted-with-satin-metal-nose-cone-pink-frosted-blauw;prodir-ds3tfs-frosted-with-satin-metal-nose-cone;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFS-F25.jpg;Schrijfwaren;pennen;F25;Kleuren;Pink frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS3TFS Frosted with Satin Metal Nose-Cone - Pink frosted - Zwart;DS3TFS;prodir-ds3tfs-frosted-with-satin-metal-nose-cone-pink-frosted-zwart;prodir-ds3tfs-frosted-with-satin-metal-nose-cone;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFS-F25.jpg;Schrijfwaren;pennen;F25;Kleuren;Pink frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS3TFS Frosted with Satin Metal Nose-Cone - Purple frosted - Blauw;DS3TFS;prodir-ds3tfs-frosted-with-satin-metal-nose-cone-purple-frosted-blauw;prodir-ds3tfs-frosted-with-satin-metal-nose-cone;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFS-F30.jpg;Schrijfwaren;pennen;F30;Kleuren;Purple frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS3TFS Frosted with Satin Metal Nose-Cone - Purple frosted - Zwart;DS3TFS;prodir-ds3tfs-frosted-with-satin-metal-nose-cone-purple-frosted-zwart;prodir-ds3tfs-frosted-with-satin-metal-nose-cone;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFS-F30.jpg;Schrijfwaren;pennen;F30;Kleuren;Purple frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS3TFS Frosted with Satin Metal Nose-Cone - Aqua frosted - Blauw;DS3TFS;prodir-ds3tfs-frosted-with-satin-metal-nose-cone-aqua-frosted-blauw;prodir-ds3tfs-frosted-with-satin-metal-nose-cone;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFS-F35.jpg;Schrijfwaren;pennen;F35;Kleuren;Aqua frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS3TFS Frosted with Satin Metal Nose-Cone - Aqua frosted - Zwart;DS3TFS;prodir-ds3tfs-frosted-with-satin-metal-nose-cone-aqua-frosted-zwart;prodir-ds3tfs-frosted-with-satin-metal-nose-cone;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFS-F35.jpg;Schrijfwaren;pennen;F35;Kleuren;Aqua frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS3TFS Frosted with Satin Metal Nose-Cone - Light Green frosted - Blauw;DS3TFS;prodir-ds3tfs-frosted-with-satin-metal-nose-cone-light-green-frosted-blauw;prodir-ds3tfs-frosted-with-satin-metal-nose-cone;;;;10.2;13.77;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS3TFS-F40.jpg;Schrijfwaren;pennen;F40;Kleuren;Light Green frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
