type;post_title;code;sku;parent;post_content;regular_price;sale_price;weight;length;width;height;images;categories;tags;color_codes;attribute 1 name;attribute 1 value(s);attribute 1 global;attribute 2 name;attribute 2 value(s);attribute 2 global;attribute 3 name;attribute 3 value(s);attribute 3 global;attribute 4 name;attribute 4 value(s);attribute 4 global;attribute 5 name;attribute 5 value(s);attribute 5 global
variation;Prodir DS4 PRR Soft Touch - Orange Soft Touch - Zwart;DS4PRR;prodir-ds4-prr-soft-touch-orange-soft-touch-zwart;prodir-ds4-prr-soft-touch;;;;11;13.7;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS4PRR-R10.jpg;Schrijfwaren;pennen;R10;Kleuren;Orange Soft Touch;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS4 PRR Soft Touch - Red Soft Touch - Blauw;DS4PRR;prodir-ds4-prr-soft-touch-red-soft-touch-blauw;prodir-ds4-prr-soft-touch;;;;11;13.7;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS4PRR-R20.jpg;Schrijfwaren;pennen;R20;Kleuren;Red Soft Touch;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS4 PRR Soft Touch - Red Soft Touch - Zwart;DS4PRR;prodir-ds4-prr-soft-touch-red-soft-touch-zwart;prodir-ds4-prr-soft-touch;;;;11;13.7;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS4PRR-R20.jpg;Schrijfwaren;pennen;R20;Kleuren;Red Soft Touch;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS4 PRR Soft Touch - Mint Cream Soft Touch - Blauw;DS4PRR;prodir-ds4-prr-soft-touch-mint-cream-soft-touch-blauw;prodir-ds4-prr-soft-touch;;;;11;13.7;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS4PRR-R34.jpg;Schrijfwaren;pennen;R34;Kleuren;Mint Cream Soft Touch;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS4 PRR Soft Touch - Mint Cream Soft Touch - Zwart;DS4PRR;prodir-ds4-prr-soft-touch-mint-cream-soft-touch-zwart;prodir-ds4-prr-soft-touch;;;;11;13.7;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS4PRR-R34.jpg;Schrijfwaren;pennen;R34;Kleuren;Mint Cream Soft Touch;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS4 PRR Soft Touch - True Blue R54 Soft Touch - Blauw;DS4PRR;prodir-ds4-prr-soft-touch-true-blue-r54-soft-touch-blauw;prodir-ds4-prr-soft-touch;;;;11;13.7;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS4PRR-R54.jpg;Schrijfwaren;pennen;R54;Kleuren;True Blue R54 Soft Touch;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS4 PRR Soft Touch - True Blue R54 Soft Touch - Zwart;DS4PRR;prodir-ds4-prr-soft-touch-true-blue-r54-soft-touch-zwart;prodir-ds4-prr-soft-touch;;;;11;13.7;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS4PRR-R54.jpg;Schrijfwaren;pennen;R54;Kleuren;True Blue R54 Soft Touch;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS4 PRR Soft Touch - Dusty Blue Soft Touch - Blauw;DS4PRR;prodir-ds4-prr-soft-touch-dusty-blue-soft-touch-blauw;prodir-ds4-prr-soft-touch;;;;11;13.7;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS4PRR-R56.jpg;Schrijfwaren;pennen;R56;Kleuren;Dusty Blue Soft Touch;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS4 PRR Soft Touch - Dusty Blue Soft Touch - Zwart;DS4PRR;prodir-ds4-prr-soft-touch-dusty-blue-soft-touch-zwart;prodir-ds4-prr-soft-touch;;;;11;13.7;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS4PRR-R56.jpg;Schrijfwaren;pennen;R56;Kleuren;Dusty Blue Soft Touch;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS4 PRR Soft Touch - Sodalite Blue Soft Touch - Blauw;DS4PRR;prodir-ds4-prr-soft-touch-sodalite-blue-soft-touch-blauw;prodir-ds4-prr-soft-touch;;;;11;13.7;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS4PRR-R62.jpg;Schrijfwaren;pennen;R62;Kleuren;Sodalite Blue Soft Touch;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS4 PRR Soft Touch - Sodalite Blue Soft Touch - Zwart;DS4PRR;prodir-ds4-prr-soft-touch-sodalite-blue-soft-touch-zwart;prodir-ds4-prr-soft-touch;;;;11;13.7;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS4PRR-R62.jpg;Schrijfwaren;pennen;R62;Kleuren;Sodalite Blue Soft Touch;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS4 PRR Soft Touch - Dolphin Grey Soft Touch - Blauw;DS4PRR;prodir-ds4-prr-soft-touch-dolphin-grey-soft-touch-blauw;prodir-ds4-prr-soft-touch;;;;11;13.7;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS4PRR-R70.jpg;Schrijfwaren;pennen;R70;Kleuren;Dolphin Grey Soft Touch;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS4 PRR Soft Touch - Dolphin Grey Soft Touch - Zwart;DS4PRR;prodir-ds4-prr-soft-touch-dolphin-grey-soft-touch-zwart;prodir-ds4-prr-soft-touch;;;;11;13.7;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS4PRR-R70.jpg;Schrijfwaren;pennen;R70;Kleuren;Dolphin Grey Soft Touch;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS4 PRR Soft Touch - Black Soft Touch - Blauw;DS4PRR;prodir-ds4-prr-soft-touch-black-soft-touch-blauw;prodir-ds4-prr-soft-touch;;;;11;13.7;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS4PRR-R75.jpg;Schrijfwaren;pennen;R75;Kleuren;Black Soft Touch;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS4 PRR Soft Touch - Black Soft Touch - Zwart;DS4PRR;prodir-ds4-prr-soft-touch-black-soft-touch-zwart;prodir-ds4-prr-soft-touch;;;;11;13.7;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS4PRR-R75.jpg;Schrijfwaren;pennen;R75;Kleuren;Black Soft Touch;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS5 TFF Frosted - Clear frosted - Blauw;DS5TFF;prodir-ds5-tff-frosted-clear-frosted-blauw;prodir-ds5-tff-frosted;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFF-F01.jpg;Schrijfwaren;pennen;F01;Kleuren;Clear frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS5 TFF Frosted - Clear frosted - Zwart;DS5TFF;prodir-ds5-tff-frosted-clear-frosted-zwart;prodir-ds5-tff-frosted;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFF-F01.jpg;Schrijfwaren;pennen;F01;Kleuren;Clear frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS5 TFF Frosted - Yellow frosted - Blauw;DS5TFF;prodir-ds5-tff-frosted-yellow-frosted-blauw;prodir-ds5-tff-frosted;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFF-F06.jpg;Schrijfwaren;pennen;F06;Kleuren;Yellow frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS5 TFF Frosted - Yellow frosted - Zwart;DS5TFF;prodir-ds5-tff-frosted-yellow-frosted-zwart;prodir-ds5-tff-frosted;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFF-F06.jpg;Schrijfwaren;pennen;F06;Kleuren;Yellow frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS5 TFF Frosted - Orange frosted - Blauw;DS5TFF;prodir-ds5-tff-frosted-orange-frosted-blauw;prodir-ds5-tff-frosted;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFF-F10.jpg;Schrijfwaren;pennen;F10;Kleuren;Orange frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS5 TFF Frosted - Orange frosted - Zwart;DS5TFF;prodir-ds5-tff-frosted-orange-frosted-zwart;prodir-ds5-tff-frosted;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFF-F10.jpg;Schrijfwaren;pennen;F10;Kleuren;Orange frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS5 TFF Frosted - Dark Red frosted - Blauw;DS5TFF;prodir-ds5-tff-frosted-dark-red-frosted-blauw;prodir-ds5-tff-frosted;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFF-F21.jpg;Schrijfwaren;pennen;F21;Kleuren;Dark Red frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS5 TFF Frosted - Dark Red frosted - Zwart;DS5TFF;prodir-ds5-tff-frosted-dark-red-frosted-zwart;prodir-ds5-tff-frosted;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFF-F21.jpg;Schrijfwaren;pennen;F21;Kleuren;Dark Red frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS5 TFF Frosted - Purple frosted - Blauw;DS5TFF;prodir-ds5-tff-frosted-purple-frosted-blauw;prodir-ds5-tff-frosted;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFF-F30.jpg;Schrijfwaren;pennen;F30;Kleuren;Purple frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS5 TFF Frosted - Purple frosted - Zwart;DS5TFF;prodir-ds5-tff-frosted-purple-frosted-zwart;prodir-ds5-tff-frosted;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFF-F30.jpg;Schrijfwaren;pennen;F30;Kleuren;Purple frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS5 TFF Frosted - Aqua frosted - Blauw;DS5TFF;prodir-ds5-tff-frosted-aqua-frosted-blauw;prodir-ds5-tff-frosted;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFF-F35.jpg;Schrijfwaren;pennen;F35;Kleuren;Aqua frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS5 TFF Frosted - Aqua frosted - Zwart;DS5TFF;prodir-ds5-tff-frosted-aqua-frosted-zwart;prodir-ds5-tff-frosted;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFF-F35.jpg;Schrijfwaren;pennen;F35;Kleuren;Aqua frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS5 TFF Frosted - Lime Green frosted - Blauw;DS5TFF;prodir-ds5-tff-frosted-lime-green-frosted-blauw;prodir-ds5-tff-frosted;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFF-F41.jpg;Schrijfwaren;pennen;F41;Kleuren;Lime Green frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS5 TFF Frosted - Lime Green frosted - Zwart;DS5TFF;prodir-ds5-tff-frosted-lime-green-frosted-zwart;prodir-ds5-tff-frosted;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFF-F41.jpg;Schrijfwaren;pennen;F41;Kleuren;Lime Green frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS5 TFF Frosted - Dark Green frosted - Blauw;DS5TFF;prodir-ds5-tff-frosted-dark-green-frosted-blauw;prodir-ds5-tff-frosted;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFF-F42.jpg;Schrijfwaren;pennen;F42;Kleuren;Dark Green frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS5 TFF Frosted - Dark Green frosted - Zwart;DS5TFF;prodir-ds5-tff-frosted-dark-green-frosted-zwart;prodir-ds5-tff-frosted;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFF-F42.jpg;Schrijfwaren;pennen;F42;Kleuren;Dark Green frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS5 TFF Frosted - Classic Blue frosted - Blauw;DS5TFF;prodir-ds5-tff-frosted-classic-blue-frosted-blauw;prodir-ds5-tff-frosted;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFF-F50.jpg;Schrijfwaren;pennen;F50;Kleuren;Classic Blue frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS5 TFF Frosted - Classic Blue frosted - Zwart;DS5TFF;prodir-ds5-tff-frosted-classic-blue-frosted-zwart;prodir-ds5-tff-frosted;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFF-F50.jpg;Schrijfwaren;pennen;F50;Kleuren;Classic Blue frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS5 TFF Frosted - Ocean Blue frosted - Blauw;DS5TFF;prodir-ds5-tff-frosted-ocean-blue-frosted-blauw;prodir-ds5-tff-frosted;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFF-F51.jpg;Schrijfwaren;pennen;F51;Kleuren;Ocean Blue frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS5 TFF Frosted - Ocean Blue frosted - Zwart;DS5TFF;prodir-ds5-tff-frosted-ocean-blue-frosted-zwart;prodir-ds5-tff-frosted;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFF-F51.jpg;Schrijfwaren;pennen;F51;Kleuren;Ocean Blue frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS5 TFF Frosted - Fume frosted - Blauw;DS5TFF;prodir-ds5-tff-frosted-fume-frosted-blauw;prodir-ds5-tff-frosted;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFF-F76.jpg;Schrijfwaren;pennen;F76;Kleuren;Fume frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS5 TFF Frosted - Fume frosted - Zwart;DS5TFF;prodir-ds5-tff-frosted-fume-frosted-zwart;prodir-ds5-tff-frosted;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFF-F76.jpg;Schrijfwaren;pennen;F76;Kleuren;Fume frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS5 TFS Frosted with Satin Metal Nose-Cone - Clear frosted - Blauw;DS5TFS;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone-clear-frosted-blauw;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFS-F01.jpg;Schrijfwaren;pennen;F01;Kleuren;Clear frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS5 TFS Frosted with Satin Metal Nose-Cone - Clear frosted - Zwart;DS5TFS;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone-clear-frosted-zwart;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFS-F01.jpg;Schrijfwaren;pennen;F01;Kleuren;Clear frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS5 TFS Frosted with Satin Metal Nose-Cone - Yellow frosted - Blauw;DS5TFS;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone-yellow-frosted-blauw;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFS-F06.jpg;Schrijfwaren;pennen;F06;Kleuren;Yellow frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS5 TFS Frosted with Satin Metal Nose-Cone - Yellow frosted - Zwart;DS5TFS;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone-yellow-frosted-zwart;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFS-F06.jpg;Schrijfwaren;pennen;F06;Kleuren;Yellow frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS5 TFS Frosted with Satin Metal Nose-Cone - Orange frosted - Blauw;DS5TFS;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone-orange-frosted-blauw;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFS-F10.jpg;Schrijfwaren;pennen;F10;Kleuren;Orange frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS5 TFS Frosted with Satin Metal Nose-Cone - Orange frosted - Zwart;DS5TFS;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone-orange-frosted-zwart;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFS-F10.jpg;Schrijfwaren;pennen;F10;Kleuren;Orange frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS5 TFS Frosted with Satin Metal Nose-Cone - Dark Red frosted - Blauw;DS5TFS;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone-dark-red-frosted-blauw;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFS-F21.jpg;Schrijfwaren;pennen;F21;Kleuren;Dark Red frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS5 TFS Frosted with Satin Metal Nose-Cone - Dark Red frosted - Zwart;DS5TFS;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone-dark-red-frosted-zwart;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFS-F21.jpg;Schrijfwaren;pennen;F21;Kleuren;Dark Red frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS5 TFS Frosted with Satin Metal Nose-Cone - Purple frosted - Blauw;DS5TFS;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone-purple-frosted-blauw;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFS-F30.jpg;Schrijfwaren;pennen;F30;Kleuren;Purple frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS5 TFS Frosted with Satin Metal Nose-Cone - Purple frosted - Zwart;DS5TFS;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone-purple-frosted-zwart;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFS-F30.jpg;Schrijfwaren;pennen;F30;Kleuren;Purple frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS5 TFS Frosted with Satin Metal Nose-Cone - Aqua frosted - Blauw;DS5TFS;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone-aqua-frosted-blauw;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFS-F35.jpg;Schrijfwaren;pennen;F35;Kleuren;Aqua frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS5 TFS Frosted with Satin Metal Nose-Cone - Aqua frosted - Zwart;DS5TFS;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone-aqua-frosted-zwart;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFS-F35.jpg;Schrijfwaren;pennen;F35;Kleuren;Aqua frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS5 TFS Frosted with Satin Metal Nose-Cone - Lime Green frosted - Blauw;DS5TFS;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone-lime-green-frosted-blauw;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFS-F41.jpg;Schrijfwaren;pennen;F41;Kleuren;Lime Green frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS5 TFS Frosted with Satin Metal Nose-Cone - Lime Green frosted - Zwart;DS5TFS;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone-lime-green-frosted-zwart;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFS-F41.jpg;Schrijfwaren;pennen;F41;Kleuren;Lime Green frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS5 TFS Frosted with Satin Metal Nose-Cone - Dark Green frosted - Blauw;DS5TFS;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone-dark-green-frosted-blauw;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFS-F42.jpg;Schrijfwaren;pennen;F42;Kleuren;Dark Green frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS5 TFS Frosted with Satin Metal Nose-Cone - Dark Green frosted - Zwart;DS5TFS;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone-dark-green-frosted-zwart;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFS-F42.jpg;Schrijfwaren;pennen;F42;Kleuren;Dark Green frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS5 TFS Frosted with Satin Metal Nose-Cone - Classic Blue frosted - Blauw;DS5TFS;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone-classic-blue-frosted-blauw;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFS-F50.jpg;Schrijfwaren;pennen;F50;Kleuren;Classic Blue frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS5 TFS Frosted with Satin Metal Nose-Cone - Classic Blue frosted - Zwart;DS5TFS;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone-classic-blue-frosted-zwart;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFS-F50.jpg;Schrijfwaren;pennen;F50;Kleuren;Classic Blue frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS5 TFS Frosted with Satin Metal Nose-Cone - Ocean Blue frosted - Blauw;DS5TFS;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone-ocean-blue-frosted-blauw;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFS-F51.jpg;Schrijfwaren;pennen;F51;Kleuren;Ocean Blue frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS5 TFS Frosted with Satin Metal Nose-Cone - Ocean Blue frosted - Zwart;DS5TFS;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone-ocean-blue-frosted-zwart;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFS-F51.jpg;Schrijfwaren;pennen;F51;Kleuren;Ocean Blue frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS5 TFS Frosted with Satin Metal Nose-Cone - Fume frosted - Blauw;DS5TFS;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone-fume-frosted-blauw;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFS-F76.jpg;Schrijfwaren;pennen;F76;Kleuren;Fume frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS5 TFS Frosted with Satin Metal Nose-Cone - Fume frosted - Zwart;DS5TFS;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone-fume-frosted-zwart;prodir-ds5-tfs-frosted-with-satin-metal-nose-cone;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TFS-F76.jpg;Schrijfwaren;pennen;F76;Kleuren;Fume frosted;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
variation;Prodir DS5 TMM Matt - White matt - Blauw;DS5TMM;prodir-ds5-tmm-matt-white-matt-blauw;prodir-ds5-tmm-matt;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TMM-M02.jpg;Schrijfwaren;pennen;M02;Kleuren;White matt;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Blauw;1
variation;Prodir DS5 TMM Matt - White matt - Zwart;DS5TMM;prodir-ds5-tmm-matt-white-matt-zwart;prodir-ds5-tmm-matt;;;;11.5;14.3;;;http://www.gifts4u.be/wp-content/uploads/2023/01/DS5TMM-M02.jpg;Schrijfwaren;pennen;M02;Kleuren;White matt;1;Merken;;1;Materiaal;;1;Diameter;;1;Inktkleur;Zwart;1
